436	heart - atrial appendage
436	kidney - cortex
436	kidney - medulla
436	liver
436	lung
436	minor salivary gland
436	nerve - tibial
436	ovary
436	pancreas
436	pituitary
436	prostate
436	skin - not sun exposed (suprapubic)
436	skin - sun exposed (lower leg)
436	small intestine - terminal ileum
436	spleen
436	stomach
436	testis
436	thyroid
436	uterus
436	vagina
436	whole blood
438	b-cells
438	bewo
438	brain
438	epididymis
438	memory b-cell
438	memory cd8 t-cell
438	naive b-cell
438	nk-cell
438	nk-cells
438	ntera-2
438	pons and medulla
438	t-cells
438	u-266/70
438	u-266/84
439	karpas-707
440	b-cells
440	pancreas
440	t-cells
444	plasmacytoid dc
444	u-87 mg
445	bj htert+
445	dendritic cells
445	hacat
445	htcepi
445	kidney
445	liver
445	plasmacytoid dc
445	rpmi-8226
445	thp-1
447	testis
460	adrenal gland
460	brain
460	karpas-707
460	ntera-2
460	sclc-21h
460	u-2 os
460	u-266/84
462	eosinophil
462	granulocytes
462	hep g2
462	liver
463	nk-cell
467	basophil
467	bewo
467	dendritic cells
467	granulocytes
467	hdlm-2
467	intermediate monocyte
467	monocytes
467	myeloid dc
467	non-classical monocyte
467	seminal vesicle
474	hap1
474	hl-60
474	intestine
475	u-266/70
476	intestine
476	parathyroid gland
476	sk-mel-30
477	af22
477	brain
477	hhstec
477	rh-30
477	skeletal muscle
477	u-87 mg
478	brain
478	daudi
478	gdt-cell
478	heart muscle
478	karpas-707
478	memory cd8 t-cell
478	reh
478	sclc-21h
478	sh-sy5y
478	t-cells
479	cerebral cortex
479	esophagus
479	hek 293
479	hel
479	lymphoid tissue
479	ntera-2
479	t-cells
479	t-reg
479	u-266/84
479	u-937
480	bewo
480	hdlm-2
480	placenta
480	rt4
480	seminal vesicle
480	testis
481	basophil
481	gdt-cell
481	intermediate monocyte
